"Time","Sun Mass","Sun Position X","Sun Position Y","Sun Position Z","Sun Velocity X","Sun Velocity Y","Sun Velocity Z","Sun Acceleration X","Sun Acceleration Y","Sun Acceleration Z","Sun Force X","Sun Force Y","Sun Force Z","Earth Mass","Earth Position X","Earth Position Y","Earth Position Z","Earth Velocity X","Earth Velocity Y","Earth Velocity Z","Earth Acceleration X","Earth Acceleration Y","Earth Acceleration Z","Earth Force X","Earth Force Y","Earth Force Z","Moon Mass","Moon Position X","Moon Position Y","Moon Position Z","Moon Velocity X","Moon Velocity Y","Moon Velocity Z","Moon Acceleration X","Moon Acceleration Y","Moon Acceleration Z","Moon Force X","Moon Force Y","Moon Force Z"
"29.6759","2.707116E+07","0.01192714","0","-0.01251995","0.0006354733","0","-3.170221E-05","1.03446E-06","0","3.222654E-05","28.00404","0","872.4099","81.28001","132.3212","0","4123.39","-209.1597","0","10.60833","-0.3140259","0","-10.54839","-25.52402","0","-857.3734","1","136.8083","0","4132.83","-202.4761","0","7.844631","-2.480019","0","-15.03641","-2.480019","0","-15.03641"
"29.6926","2.707116E+07","0.01193775","0","-0.01252047","0.0006354906","0","-3.116403E-05","1.007125E-06","0","3.222641E-05","27.26404","0","872.4063","81.28001","128.8281","0","4123.564","-209.1649","0","10.43217","-0.3044223","0","-10.54871","-24.74345","0","-857.3993","1","133.4262","0","4132.957","-202.5175","0","7.593523","-2.520599","0","-15.00698","-2.520599","0","-15.00698"
"29.7093","2.707116E+07","0.01194837","0","-0.01252098","0.0006355074","0","-3.062584E-05","9.797919E-07","0","3.222627E-05","26.5241","0","872.4025","81.28001","125.335","0","4123.736","-209.17","0","10.25601","-0.2948235","0","-10.54903","-23.96325","0","-857.4254","1","130.0435","0","4133.079","-202.5596","0","7.342906","-2.56085","0","-14.97721","-2.56085","0","-14.97721"
"29.726","2.707116E+07","0.01195898","0","-0.01252148","0.0006355238","0","-3.008767E-05","9.524601E-07","0","3.22261E-05","25.7842","0","872.3978","81.28001","121.8418","0","4123.904","-209.1749","0","10.07984","-0.2852326","0","-10.54935","-23.1837","0","-857.4511","1","126.66","0","4133.198","-202.6024","0","7.092787","-2.600497","0","-14.94675","-2.600497","0","-14.94675"
"29.7427","2.707116E+07","0.01196959","0","-0.01252198","0.0006355396","0","-2.954949E-05","9.251308E-07","0","3.222592E-05","25.04436","0","872.393","81.28001","118.3485","0","4124.07","-209.1797","0","9.903666","-0.2756464","0","-10.54967","-22.40454","0","-857.477","1","123.2758","0","4133.312","-202.6458","0","6.843176","-2.639819","0","-14.91597","-2.639819","0","-14.91597"
"29.7594","2.707116E+07","0.01198021","0","-0.01252246","0.0006355551","0","-2.901132E-05","8.978028E-07","0","3.22257E-05","24.30456","0","872.387","81.28001","114.8551","0","4124.232","-209.1843","0","9.727487","-0.2660682","0","-10.54998","-21.62603","0","-857.5024","1","119.8909","0","4133.422","-202.6899","0","6.594079","-2.678536","0","-14.88456","-2.678536","0","-14.88456"
"29.7761","2.707116E+07","0.01199082","0","-0.01252294","0.0006355701","0","-2.847315E-05","8.704767E-07","0","3.222546E-05","23.56481","0","872.3806","81.28001","111.3616","0","4124.392","-209.1888","0","9.551302","-0.2564946","0","-10.55029","-20.84788","0","-857.5278","1","116.5052","0","4133.528","-202.7346","0","6.345507","-2.716935","0","-14.85282","-2.716935","0","-14.85282"
"29.7928","2.707116E+07","0.01200144","0","-0.0125234","0.0006355846","0","-2.793498E-05","8.431528E-07","0","3.222521E-05","22.82512","0","872.3737","81.28001","107.8681","0","4124.549","-209.193","0","9.375113","-0.2469291","0","-10.5506","-20.0704","0","-857.5532","1","113.1188","0","4133.63","-202.78","0","6.097465","-2.754727","0","-14.82049","-2.754727","0","-14.82049"
"29.8095","2.707116E+07","0.01201205","0","-0.01252386","0.0006355987","0","-2.739682E-05","8.158306E-07","0","3.222492E-05","22.08548","0","872.366","81.28001","104.3745","0","4124.703","-209.1972","0","9.198917","-0.2373679","0","-10.55091","-19.29327","0","-857.5781","1","109.7316","0","4133.728","-202.826","0","5.849962","-2.792212","0","-14.78787","-2.792212","0","-14.78787"
"29.8262","2.707116E+07","0.01202266","0","-0.01252431","0.0006356123","0","-2.685867E-05","7.885099E-07","0","3.22246E-05","21.34588","0","872.3573","81.28001","100.8809","0","4124.854","-209.2011","0","9.022717","-0.2278147","0","-10.55121","-18.51678","0","-857.6027","1","106.3437","0","4133.822","-202.8727","0","5.603005","-2.829092","0","-14.75467","-2.829092","0","-14.75467"
"29.8429","2.707116E+07","0.01203328","0","-0.01252475","0.0006356255","0","-2.632051E-05","7.611916E-07","0","3.222427E-05","20.60634","0","872.3483","81.28001","97.38713","0","4125.001","-209.2049","0","8.846512","-0.218266","0","-10.55151","-17.74066","0","-857.6271","1","102.9549","0","4133.911","-202.9199","0","5.356602","-2.865674","0","-14.72119","-2.865674","0","-14.72119"
"29.8596","2.707116E+07","0.0120439","0","-0.01252518","0.0006356382","0","-2.578237E-05","7.338751E-07","0","3.222391E-05","19.86685","0","872.3387","81.28001","93.89335","0","4125.146","-209.2086","0","8.670301","-0.2087253","0","-10.55181","-16.96519","0","-857.6516","1","99.56532","0","4133.997","-202.9678","0","5.110758","-2.901656","0","-14.68717","-2.901656","0","-14.68717"
"29.8763","2.707116E+07","0.01205451","0","-0.0125256","0.0006356505","0","-2.524423E-05","7.065607E-07","0","3.222354E-05","19.12742","0","872.3286","81.28001","90.39951","0","4125.289","-209.2121","0","8.494086","-0.1991888","0","-10.55211","-16.19007","0","-857.6757","1","96.17495","0","4134.078","-203.0162","0","4.865482","-2.937352","0","-14.65289","-2.937352","0","-14.65289"
"29.893","2.707116E+07","0.01206513","0","-0.01252601","0.0006356623","0","-2.47061E-05","6.792486E-07","0","3.222315E-05","18.38805","0","872.3179","81.28001","86.90561","0","4125.427","-209.2154","0","8.317866","-0.1896642","0","-10.55241","-15.41591","0","-857.7001","1","92.78376","0","4134.155","-203.0653","0","4.620779","-2.972138","0","-14.61784","-2.972138","0","-14.61784"
"29.9097","2.707116E+07","0.01207574","0","-0.01252642","0.0006356736","0","-2.416797E-05","6.519384E-07","0","3.222273E-05","17.64873","0","872.3066","81.28001","83.41166","0","4125.563","-209.2186","0","8.141641","-0.1801476","0","-10.55271","-14.6424","0","-857.7243","1","89.39174","0","4134.228","-203.1149","0","4.376661","-3.006326","0","-14.58232","-3.006326","0","-14.58232"
"29.9264","2.707116E+07","0.01208636","0","-0.01252681","0.0006356845","0","-2.362985E-05","6.2463E-07","0","3.222228E-05","16.90946","0","872.2945","81.28001","79.91766","0","4125.696","-209.2216","0","7.96541","-0.1706351","0","-10.553","-13.86922","0","-857.7479","1","85.99888","0","4134.297","-203.1651","0","4.133137","-3.040241","0","-14.54657","-3.040241","0","-14.54657"
"29.9431","2.707116E+07","0.01209697","0","-0.0125272","0.0006356949","0","-2.309174E-05","5.973239E-07","0","3.222182E-05","16.17025","0","872.2821","81.28001","76.42361","0","4125.826","-209.2244","0","7.789175","-0.1611305","0","-10.55329","-13.09669","0","-857.7717","1","82.60517","0","4134.362","-203.2159","0","3.890209","-3.073566","0","-14.51036","-3.073566","0","-14.51036"
"29.9598","2.707116E+07","0.01210759","0","-0.01252757","0.0006357049","0","-2.255364E-05","5.700201E-07","0","3.222135E-05","15.4311","0","872.2692","81.28001","72.92951","0","4125.953","-209.2271","0","7.612935","-0.1516338","0","-10.55359","-12.3248","0","-857.7955","1","79.21061","0","4134.423","-203.2672","0","3.647886","-3.106308","0","-14.47371","-3.106308","0","-14.47371"
"29.9765","2.707116E+07","0.01211821","0","-0.01252794","0.0006357144","0","-2.201554E-05","5.42718E-07","0","3.222083E-05","14.69201","0","872.2551","81.28001","69.43538","0","4126.077","-209.2296","0","7.43669","-0.1421409","0","-10.55387","-11.55321","0","-857.8183","1","75.81518","0","4134.479","-203.3191","0","3.406175","-3.138794","0","-14.43686","-3.138794","0","-14.43686"
"29.9932","2.707116E+07","0.01212882","0","-0.0125283","0.0006357235","0","-2.147745E-05","5.15418E-07","0","3.222029E-05","13.95296","0","872.2405","81.28001","65.94121","0","4126.198","-209.232","0","7.260441","-0.1326557","0","-10.55414","-10.78226","0","-857.8409","1","72.41888","0","4134.532","-203.3715","0","3.165079","-3.170708","0","-14.39959","-3.170708","0","-14.39959"
"30.0099","2.707116E+07","0.01213944","0","-0.01252865","0.0006357321","0","-2.093937E-05","4.881204E-07","0","3.221974E-05","13.21399","0","872.2256","81.28001","62.44699","0","4126.316","-209.2342","0","7.084187","-0.1231783","0","-10.55442","-10.01193","0","-857.8637","1","69.02169","0","4134.581","-203.4245","0","2.924606","-3.202052","0","-14.36191","-3.202052","0","-14.36191"
"30.0266","2.707116E+07","0.01215006","0","-0.01252899","0.0006357403","0","-2.04013E-05","4.608247E-07","0","3.221915E-05","12.47506","0","872.2098","81.28001","58.95275","0","4126.431","-209.2363","0","6.907928","-0.1137085","0","-10.5547","-9.242226","0","-857.886","1","65.62361","0","4134.626","-203.4779","0","2.684762","-3.232833","0","-14.32384","-3.232833","0","-14.32384"
"30.0433","2.707116E+07","0.01216067","0","-0.01252932","0.000635748","0","-1.986324E-05","4.335312E-07","0","3.221855E-05","11.73619","0","872.1934","81.28001","55.45847","0","4126.543","-209.2382","0","6.731664","-0.1042463","0","-10.55497","-8.473137","0","-857.908","1","62.22463","0","4134.667","-203.5319","0","2.445554","-3.263056","0","-14.28541","-3.263056","0","-14.28541"
"30.06","2.707116E+07","0.01217129","0","-0.01252964","0.0006357552","0","-1.932519E-05","4.062399E-07","0","3.221792E-05","10.99739","0","872.1764","81.28001","51.96416","0","4126.653","-209.2399","0","6.555396","-0.09478749","0","-10.55524","-7.704328","0","-857.9296","1","58.82474","0","4134.704","-203.5864","0","2.206988","-3.293058","0","-14.24679","-3.293058","0","-14.24679"
"30.0767","2.707116E+07","0.01218191","0","-0.01252996","0.000635762","0","-1.878715E-05","3.789508E-07","0","3.221727E-05","10.25864","0","872.1588","81.28001","48.46983","0","4126.759","-209.2415","0","6.379124","-0.08533616","0","-10.5555","-6.936123","0","-857.9509","1","55.42393","0","4134.736","-203.6414","0","1.969066","-3.322515","0","-14.20781","-3.322515","0","-14.20781"
"30.0934","2.707116E+07","0.01219252","0","-0.01253026","0.0006357683","0","-1.824913E-05","3.516641E-07","0","3.221661E-05","9.519956","0","872.1409","81.28001","44.97548","0","4126.863","-209.2429","0","6.202847","-0.07589223","0","-10.55576","-6.168521","0","-857.9724","1","52.02219","0","4134.765","-203.6969","0","1.731796","-3.351435","0","-14.16849","-3.351435","0","-14.16849"
"30.1101","2.707116E+07","0.01220314","0","-0.01253056","0.0006357742","0","-1.771111E-05","3.243794E-07","0","3.221589E-05","8.781326","0","872.1216","81.28001","41.4811","0","4126.963","-209.2442","0","6.026566","-0.06645552","0","-10.55601","-5.401505","0","-857.9927","1","48.61952","0","4134.79","-203.7528","0","1.495182","-3.379821","0","-14.12883","-3.379821","0","-14.12883"
"30.1268","2.707116E+07","0.01221376","0","-0.01253085","0.0006357796","0","-1.71731E-05","2.970971E-07","0","3.221517E-05","8.042763","0","872.1021","81.28001","37.9867","0","4127.061","-209.2453","0","5.85028","-0.05702607","0","-10.55626","-4.635079","0","-858.0132","1","45.2159","0","4134.811","-203.8093","0","1.25923","-3.407683","0","-14.08886","-3.407683","0","-14.08886"
"30.1435","2.707116E+07","0.01222438","0","-0.01253112","0.0006357846","0","-1.663511E-05","2.69817E-07","0","3.221443E-05","7.30426","0","872.082","81.28001","34.49229","0","4127.156","-209.2462","0","5.673991","-0.04760375","0","-10.55651","-3.869233","0","-858.0334","1","41.81134","0","4134.828","-203.8662","0","1.023947","-3.435027","0","-14.04857","-3.435027","0","-14.04857"
"30.1602","2.707116E+07","0.012235","0","-0.01253139","0.0006357891","0","-1.609713E-05","2.425393E-07","0","3.221367E-05","6.565821","0","872.0613","81.28001","30.99787","0","4127.248","-209.247","0","5.497697","-0.03818848","0","-10.55676","-3.10396","0","-858.0533","1","38.40582","0","4134.841","-203.9236","0","0.7893354","-3.461861","0","-14.00799","-3.461861","0","-14.00799"
"30.1769","2.707116E+07","0.01224561","0","-0.01253165","0.0006357931","0","-1.555916E-05","2.152639E-07","0","3.221288E-05","5.827445","0","872.04","81.28001","27.50343","0","4127.336","-209.2477","0","5.321399","-0.02878021","0","-10.557","-2.339255","0","-858.0729","1","34.99932","0","4134.851","-203.9814","0","0.555402","-3.488189","0","-13.96711","-3.488189","0","-13.96711"
"30.1936","2.707116E+07","0.01225623","0","-0.0125319","0.0006357968","0","-1.502121E-05","1.879908E-07","0","3.221206E-05","5.089129","0","872.0178","81.28001","24.00899","0","4127.422","-209.2482","0","5.145097","-0.01937878","0","-10.55723","-1.575108","0","-858.0918","1","31.59186","0","4134.856","-204.0396","0","0.3221512","-3.514022","0","-13.92596","-3.514022","0","-13.92596"
"30.2103","2.707116E+07","0.01226685","0","-0.01253214","0.0006357999","0","-1.448326E-05","1.607202E-07","0","3.221123E-05","4.350881","0","871.9953","81.28001","20.51454","0","4127.505","-209.2485","0","4.968791","-0.009984203","0","-10.55746","-0.811516","0","-858.1108","1","28.18342","0","4134.857","-204.0983","0","0.08958773","-3.539365","0","-13.88453","-3.539365","0","-13.88453"
"30.227","2.707116E+07","0.01227747","0","-0.01253238","0.0006358026","0","-1.394534E-05","1.334518E-07","0","3.221036E-05","3.612695","0","871.9718","81.28001","17.02008","0","4127.585","-209.2486","0","4.792482","-0.0005962987","0","-10.55769","-0.04846716","0","-858.129","1","24.77399","0","4134.855","-204.1574","0","-0.1422838","-3.564228","0","-13.84282","-3.564228","0","-13.84282"
"30.2437","2.707116E+07","0.01228809","0","-0.0125326","0.0006358048","0","-1.340742E-05","1.061859E-07","0","3.220948E-05","2.874576","0","871.9481","81.28001","13.52563","0","4127.663","-209.2487","0","4.616168","0.008784929","0","-10.55791","0.7140391","0","-858.1472","1","21.36357","0","4134.849","-204.2169","0","-0.373459","-3.588615","0","-13.80086","-3.588615","0","-13.80086"
"30.2604","2.707116E+07","0.0122987","0","-0.01253282","0.0006358065","0","-1.286952E-05","7.892242E-08","0","3.220857E-05","2.136521","0","871.9233","81.28001","10.03118","0","4127.737","-209.2485","0","4.439851","0.01815963","0","-10.55813","1.476015","0","-858.1647","1","17.95214","0","4134.838","-204.2769","0","-0.6039333","-3.612536","0","-13.75864","-3.612536","0","-13.75864"
"30.2771","2.707116E+07","0.01230932","0","-0.01253302","0.0006358079","0","-1.233164E-05","5.166138E-08","0","3.220763E-05","1.398533","0","871.898","81.28001","6.536737","0","4127.808","-209.2482","0","4.263531","0.02752785","0","-10.55834","2.237464","0","-858.1818","1","14.53971","0","4134.824","-204.3372","0","-0.8337027","-3.635997","0","-13.71618","-3.635997","0","-13.71618"
"30.2938","2.707116E+07","0.01231994","0","-0.01253322","0.0006358087","0","-1.179377E-05","2.440282E-08","0","3.220669E-05","0.6606128","0","871.8724","81.28001","3.0423","0","4127.876","-209.2477","0","4.087206","0.03688568","0","-10.55855","2.998068","0","-858.199","1","11.12627","0","4134.807","-204.3979","0","-1.062763","-3.658681","0","-13.6734","-3.658681","0","-13.6734"
"30.3105","2.707116E+07","0.01233056","0","-0.01253341","0.0006358091","0","-1.125592E-05","-2.853256E-09","0","3.220571E-05","-0.07724096","0","871.8458","81.28001","-0.4521267","0","4127.942","-209.2471","0","3.910879","0.04623725","0","-10.55875","3.758163","0","-858.2155","1","7.711802","0","4134.785","-204.459","0","-1.291109","-3.680923","0","-13.63039","-3.680923","0","-13.63039"
"30.3272","2.707116E+07","0.01234118","0","-0.01253359","0.0006358091","0","-1.071809E-05","-3.010682E-08","0","3.22047E-05","-0.8150266","0","871.8187","81.28001","-3.946541","0","4128.004","-209.2464","0","3.734548","0.05558259","0","-10.55895","4.517754","0","-858.2315","1","4.296309","0","4134.76","-204.5205","0","-1.518736","-3.702727","0","-13.58715","-3.702727","0","-13.58715"
"30.3439","2.707116E+07","0.01235179","0","-0.01253376","0.0006358086","0","-1.018027E-05","-5.735786E-08","0","3.220368E-05","-1.552744","0","871.791","81.28001","-7.440939","0","4128.064","-209.2454","0","3.558213","0.06492185","0","-10.55914","5.276848","0","-858.2473","1","0.8797846","0","4134.73","-204.5823","0","-1.745641","-3.724105","0","-13.54369","-3.724105","0","-13.54369"
"30.3606","2.707116E+07","0.01236241","0","-0.01253392","0.0006358076","0","-9.642466E-06","-8.460636E-08","0","3.220263E-05","-2.290392","0","871.7626","81.28001","-10.93532","0","4128.121","-209.2443","0","3.381876","0.07425115","0","-10.55933","6.035133","0","-858.2626","1","-2.537779","0","4134.698","-204.6445","0","-1.971821","-3.744741","0","-13.49997","-3.744741","0","-13.49997"
"30.3773","2.707116E+07","0.01237303","0","-0.01253407","0.0006358062","0","-9.104682E-06","-1.118523E-07","0","3.220156E-05","-3.027971","0","871.7336","81.28001","-14.42968","0","4128.174","-209.2431","0","3.205535","0.08357453","0","-10.55952","6.792938","0","-858.2776","1","-5.956387","0","4134.661","-204.7071","0","-2.197271","-3.764967","0","-13.45605","-3.764967","0","-13.45605"
"30.394","2.707116E+07","0.01238365","0","-0.01253421","0.0006358044","0","-8.566916E-06","-1.390956E-07","0","3.220047E-05","-3.765479","0","871.704","81.28001","-17.92402","0","4128.225","-209.2417","0","3.029191","0.09289205","0","-10.5597","7.550267","0","-858.2921","1","-9.376045","0","4134.621","-204.7699","0","-2.421987","-3.784787","0","-13.41191","-3.784787","0","-13.41191"
"30.4107","2.707116E+07","0.01239427","0","-0.01253435","0.000635802","0","-8.029168E-06","-1.663363E-07","0","3.219935E-05","-4.502918","0","871.6739","81.28001","-21.41833","0","4128.273","-209.2402","0","2.852844","0.1022","0","-10.55987","8.306816","0","-858.3063","1","-12.79676","0","4134.577","-204.8331","0","-2.645965","-3.803898","0","-13.36755","-3.803898","0","-13.36755"
"30.4274","2.707116E+07","0.01240488","0","-0.01253447","0.0006357993","0","-7.491439E-06","-1.935745E-07","0","3.219822E-05","-5.240285","0","871.6431","81.28001","-24.91261","0","4128.318","-209.2384","0","2.676494","0.1115023","0","-10.56004","9.062904","0","-858.3201","1","-16.21853","0","4134.529","-204.8967","0","-2.869203","-3.822619","0","-13.32298","-3.822619","0","-13.32298"
"30.4441","2.707116E+07","0.0124155","0","-0.01253459","0.000635796","0","-6.953729E-06","-2.208099E-07","0","3.219705E-05","-5.97758","0","871.6116","81.28001","-28.40686","0","4128.36","-209.2366","0","2.500141","0.1207989","0","-10.5602","9.818537","0","-858.3334","1","-19.64137","0","4134.477","-204.9605","0","-3.091697","-3.840957","0","-13.27822","-3.840957","0","-13.27822"
"30.4608","2.707116E+07","0.01242612","0","-0.01253469","0.0006357923","0","-6.416038E-06","-2.480428E-07","0","3.219588E-05","-6.714806","0","871.5798","81.28001","-31.90108","0","4128.398","-209.2346","0","2.323786","0.1300826","0","-10.56037","10.57312","0","-858.3466","1","-23.06528","0","4134.422","-205.0247","0","-3.313443","-3.85831","0","-13.23326","-3.85831","0","-13.23326"
"30.4775","2.707116E+07","0.01243674","0","-0.01253479","0.0006357882","0","-5.878367E-06","-2.75273E-07","0","3.219467E-05","-7.451958","0","871.5471","81.28001","-35.39526","0","4128.434","-209.2324","0","2.147428","0.1393609","0","-10.56052","11.32726","0","-858.3589","1","-26.49027","0","4134.363","-205.0891","0","-3.534439","-3.875301","0","-13.18813","-3.875301","0","-13.18813"
"30.4942","2.707116E+07","0.01244736","0","-0.01253488","0.0006357836","0","-5.340716E-06","-3.025005E-07","0","3.219345E-05","-8.189038","0","871.514","81.28001","-38.8894","0","4128.467","-209.2301","0","1.971067","0.1486304","0","-10.56067","12.08068","0","-858.3712","1","-29.91634","0","4134.3","-205.1538","0","-3.754681","-3.891639","0","-13.14283","-3.891639","0","-13.14283"
"30.5109","2.707116E+07","0.01245797","0","-0.01253496","0.0006357785","0","-4.803086E-06","-3.297251E-07","0","3.219219E-05","-8.926042","0","871.48","81.28001","-42.3835","0","4128.497","-209.2276","0","1.794704","0.1578945","0","-10.56081","12.83367","0","-858.3826","1","-33.34349","0","4134.234","-205.2188","0","-3.974166","-3.907627","0","-13.09734","-3.907627","0","-13.09734"
"30.5276","2.707116E+07","0.01246859","0","-0.01253503","0.000635773","0","-4.265476E-06","-3.569473E-07","0","3.219092E-05","-9.662976","0","871.4457","81.28001","-45.87756","0","4128.523","-209.2249","0","1.618338","0.1671501","0","-10.56095","13.58596","0","-858.394","1","-36.77174","0","4134.164","-205.2841","0","-4.192892","-3.92298","0","-13.05171","-3.92298","0","-13.05171"
"30.5443","2.707116E+07","0.01247921","0","-0.0125351","0.0006357671","0","-3.727888E-06","-3.841665E-07","0","3.218963E-05","-10.39983","0","871.4106","81.28001","-49.37157","0","4128.547","-209.2222","0","1.44197","0.1764004","0","-10.56108","14.33783","0","-858.4047","1","-40.20107","0","4134.09","-205.3496","0","-4.410855","-3.937995","0","-13.00589","-3.937995","0","-13.00589"
"30.561","2.707116E+07","0.01248982","0","-0.01253515","0.0006357607","0","-3.190321E-06","-4.11383E-07","0","3.218831E-05","-11.13662","0","871.3748","81.28001","-52.86553","0","4128.568","-209.2192","0","1.2656","0.1856424","0","-10.5612","15.08901","0","-858.4148","1","-43.63151","0","4134.013","-205.4153","0","-4.628054","-3.952399","0","-12.95993","-3.952399","0","-12.95993"
"30.5777","2.707116E+07","0.01250044","0","-0.01253519","0.0006357538","0","-2.652776E-06","-4.385968E-07","0","3.218697E-05","-11.87332","0","871.3387","81.28001","-56.35944","0","4128.586","-209.2161","0","1.089228","0.1948794","0","-10.56133","15.8398","0","-858.4249","1","-47.06305","0","4133.932","-205.4814","0","-4.844484","-3.966476","0","-12.91378","-3.966476","0","-12.91378"
"30.5944","2.707116E+07","0.01251106","0","-0.01253523","0.0006357465","0","-2.115253E-06","-4.658077E-07","0","3.21856E-05","-12.60996","0","871.3016","81.28001","-59.85329","0","4128.602","-209.2129","0","0.9128542","0.2041082","0","-10.56144","16.58991","0","-858.4341","1","-50.49569","0","4133.848","-205.5476","0","-5.060144","-3.979958","0","-12.86751","-3.979958","0","-12.86751"
"30.6111","2.707116E+07","0.01252167","0","-0.01253525","0.0006357387","0","-1.577754E-06","-4.930159E-07","0","3.218423E-05","-13.34651","0","871.2643","81.28001","-63.34709","0","4128.614","-209.2095","0","0.7364781","0.2133288","0","-10.56155","17.33937","0","-858.4432","1","-53.92944","0","4133.76","-205.6141","0","-5.275032","-3.992854","0","-12.82111","-3.992854","0","-12.82111"
"30.6278","2.707116E+07","0.01253229","0","-0.01253527","0.0006357305","0","-1.040277E-06","-5.202212E-07","0","3.218281E-05","-14.08299","0","871.2261","81.28001","-66.84083","0","4128.623","-209.2059","0","0.5601001","0.2225447","0","-10.56166","18.08843","0","-858.4515","1","-57.36431","0","4133.668","-205.6807","0","-5.489144","-4.005441","0","-12.77452","-4.005441","0","-12.77452"
"30.6445","2.707116E+07","0.01254291","0","-0.01253528","0.0006357218","0","-5.028244E-07","-5.474235E-07","0","3.218137E-05","-14.81939","0","871.1872","81.28001","-70.3345","0","4128.629","-209.2022","0","0.3837205","0.2317526","0","-10.56175","18.83685","0","-858.4594","1","-60.8003","0","4133.573","-205.7476","0","-5.702479","-4.017463","0","-12.72781","-4.017463","0","-12.72781"
"30.6612","2.707116E+07","0.01255352","0","-0.01253528","0.0006357126","0","3.460462E-08","-5.746229E-07","0","3.217992E-05","-15.55571","0","871.1476","81.28001","-73.82812","0","4128.633","-209.1983","0","0.2073392","0.2409526","0","-10.56184","19.58463","0","-858.4667","1","-64.2374","0","4133.474","-205.8147","0","-5.915033","-4.028923","0","-12.68099","-4.028923","0","-12.68099"
"30.6779","2.707116E+07","0.01256414","0","-0.01253527","0.000635703","0","5.720092E-07","-6.018194E-07","0","3.217844E-05","-16.29195","0","871.1075","81.28001","-77.32166","0","4128.633","-209.1943","0","0.03095642","0.2501481","0","-10.56193","20.33204","0","-858.4736","1","-67.67564","0","4133.372","-205.882","0","-6.126806","-4.040091","0","-12.63398","-4.040091","0","-12.63398"
"30.6946","2.707116E+07","0.01257476","0","-0.01253525","0.000635693","0","1.109389E-06","-6.290132E-07","0","3.217693E-05","-17.02812","0","871.0668","81.28001","-80.81514","0","4128.631","-209.1901","0","-0.1454278","0.2593359","0","-10.56201","21.07883","0","-858.48","1","-71.11499","0","4133.266","-205.9495","0","-6.337793","-4.050711","0","-12.58685","-4.050711","0","-12.58685"
"30.7113","2.707116E+07","0.01258537","0","-0.01253522","0.0006356825","0","1.646744E-06","-6.56204E-07","0","3.217541E-05","-17.7642","0","871.0256","81.28001","-84.30854","0","4128.625","-209.1858","0","-0.3218133","0.2685162","0","-10.56208","21.825","0","-858.486","1","-74.55547","0","4133.156","-206.0171","0","-6.547994","-4.060797","0","-12.53961","-4.060797","0","-12.53961"
"30.728","2.707116E+07","0.01259599","0","-0.01253519","0.0006356715","0","2.184073E-06","-6.833915E-07","0","3.217386E-05","-18.5002","0","870.9836","81.28001","-87.80186","0","4128.617","-209.1813","0","-0.4982","0.277689","0","-10.56215","22.57056","0","-858.4914","1","-77.99709","0","4133.043","-206.0849","0","-6.757405","-4.07036","0","-12.49227","-4.07036","0","-12.49227"
"30.7447","2.707116E+07","0.0126066","0","-0.01253514","0.0006356601","0","2.721376E-06","-7.10576E-07","0","3.217228E-05","-19.23612","0","870.9409","81.28001","-91.29511","0","4128.606","-209.1766","0","-0.6745878","0.2868544","0","-10.5622","23.31553","0","-858.496","1","-81.43985","0","4132.927","-206.1529","0","-6.966026","-4.079408","0","-12.44482","-4.079408","0","-12.44482"
"30.7614","2.707116E+07","0.01261722","0","-0.01253509","0.0006356483","0","3.258653E-06","-7.377578E-07","0","3.217068E-05","-19.97196","0","870.8976","81.28001","-94.78828","0","4128.592","-209.1718","0","-0.8509766","0.2960126","0","-10.56226","24.05991","0","-858.5003","1","-84.88374","0","4132.808","-206.221","0","-7.173855","-4.087946","0","-12.39728","-4.087946","0","-12.39728"
"30.7781","2.707116E+07","0.01262783","0","-0.01253502","0.0006356359","0","3.795904E-06","-7.649365E-07","0","3.216906E-05","-20.70772","0","870.8538","81.28001","-98.28137","0","4128.575","-209.1669","0","-1.027366","0.3051637","0","-10.5623","24.8037","0","-858.5042","1","-88.32877","0","4132.685","-206.2893","0","-7.380889","-4.095984","0","-12.34963","-4.095984","0","-12.34963"
"30.7948","2.707116E+07","0.01263845","0","-0.01253495","0.0006356232","0","4.333127E-06","-7.92112E-07","0","3.216741E-05","-21.44339","0","870.8092","81.28001","-101.7744","0","4128.555","-209.1618","0","-1.203757","0.3143076","0","-10.56234","25.54692","0","-858.5073","1","-91.77495","0","4132.558","-206.3577","0","-7.587128","-4.10353","0","-12.30189","-4.10353","0","-12.30189"
"30.8115","2.707116E+07","0.01264906","0","-0.01253487","0.00063561","0","4.870323E-06","-8.192847E-07","0","3.216575E-05","-22.17899","0","870.7642","81.28001","-105.2673","0","4128.532","-209.1566","0","-1.380148","0.3234473","0","-10.56238","26.28979","0","-858.5103","1","-95.22227","0","4132.428","-206.4262","0","-7.79257","-4.11081","0","-12.25393","-4.11081","0","-12.25393"
"30.8282","2.707116E+07","0.01265968","0","-0.01253478","0.0006355963","0","5.407491E-06","-8.464542E-07","0","3.216407E-05","-22.9145","0","870.7187","81.28001","-108.7601","0","4128.506","-209.1512","0","-1.55654","0.3325799","0","-10.56241","27.0321","0","-858.5128","1","-98.67073","0","4132.294","-206.4949","0","-7.99721","-4.117602","0","-12.20586","-4.117602","0","-12.20586"
