"Time","Sun Mass","Sun Position X","Sun Position Y","Sun Position Z","Sun Velocity X","Sun Velocity Y","Sun Velocity Z","Sun Acceleration X","Sun Acceleration Y","Sun Acceleration Z","Sun Force X","Sun Force Y","Sun Force Z","Earth Mass","Earth Position X","Earth Position Y","Earth Position Z","Earth Velocity X","Earth Velocity Y","Earth Velocity Z","Earth Acceleration X","Earth Acceleration Y","Earth Acceleration Z","Earth Force X","Earth Force Y","Earth Force Z","Moon Mass","Moon Position X","Moon Position Y","Moon Position Z","Moon Velocity X","Moon Velocity Y","Moon Velocity Z","Moon Acceleration X","Moon Acceleration Y","Moon Acceleration Z","Moon Force X","Moon Force Y","Moon Force Z"
"0.167","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","99.94168","0","3.437858","-0.6347203","0","20.58099","-3.796005","0","-0.1049647","-2468.315","0","-68.25228","1","90.58982","0","6.94027","6.365307","0","40.80797","36.2161","0","-15.59908","36.2161","0","-15.59908"
"0.1837","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","99.93002","0","3.781531","-0.6981136","0","20.57924","-3.794564","0","-0.1155925","-2467.378","0","-75.16289","1","90.70622","0","7.617413","6.970116","0","40.54746","35.63665","0","-17.06582","35.63665","0","-17.06582"
"0.2004","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","99.9173","0","4.125172","-0.7614828","0","20.57731","-3.792983","0","-0.1262607","-2466.35","0","-82.09975","1","90.83257","0","8.289796","7.565248","0","40.26246","35.00273","0","-18.504","35.00273","0","-18.504"
"0.2171","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","99.90353","0","4.468778","-0.8248256","0","20.5752","-3.791265","0","-0.1369728","-2465.233","0","-89.06523","1","90.96867","0","8.957018","8.149793","0","39.95345","34.31595","0","-19.91101","34.31595","0","-19.91101"
"0.2338","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","99.8887","0","4.812346","-0.8881397","0","20.57291","-3.789415","0","-0.1477323","-2464.03","0","-96.06145","1","91.11434","0","9.618688","8.722869","0","39.62093","33.5782","0","-21.28458","33.5782","0","-21.28458"
"0.2505","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","99.87281","0","5.155872","-0.9514229","0","20.57045","-3.787433","0","-0.158542","-2462.741","0","-103.0904","1","91.26938","0","10.27442","9.283625","0","39.26548","32.79136","0","-22.62246","32.79136","0","-22.62246"
"0.2672","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","99.85587","0","5.499354","-1.014673","0","20.5678","-3.785324","0","-0.169405","-2461.369","0","-110.1539","1","91.43356","0","10.92385","9.831241","0","38.88768","31.95744","0","-23.92262","31.95744","0","-23.92262"
"0.2839","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","99.83787","0","5.842789","-1.077888","0","20.56497","-3.783089","0","-0.1803236","-2459.916","0","-117.2536","1","91.60666","0","11.5666","10.36493","0","38.48817","31.07851","0","-25.18317","31.07851","0","-25.18317"
"0.3006","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","99.81881","0","6.186173","-1.141065","0","20.56196","-3.780735","0","-0.1913003","-2458.385","0","-124.3911","1","91.78842","0","12.20233","10.88394","0","38.06761","30.15679","0","-26.40246","30.15679","0","-26.40246"
"0.3173","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","99.7987","0","6.529505","-1.204204","0","20.55876","-3.778261","0","-0.2023371","-2456.777","0","-131.5677","1","91.97859","0","12.83069","11.38756","0","37.62669","29.19442","0","-27.5789","29.19442","0","-27.5789"
"0.334","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","99.77753","0","6.87278","-1.267301","0","20.55538","-3.775676","0","-0.2134359","-2455.096","0","-138.7846","1","92.1769","0","13.45137","11.87511","0","37.16612","28.19366","0","-28.71117","28.19366","0","-28.71117"
"0.3507","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","99.75532","0","7.215995","-1.330355","0","20.55182","-3.77298","0","-0.2245981","-2453.343","0","-146.0427","1","92.38308","0","14.06403","12.34594","0","36.68665","27.15678","0","-29.79809","27.15678","0","-29.79809"
"0.3674","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","99.73205","0","7.559148","-1.393363","0","20.54807","-3.770177","0","-0.235825","-2451.52","0","-153.3429","1","92.59683","0","14.66839","12.79946","0","36.18902","26.08605","0","-30.83864","26.08605","0","-30.83864"
"0.3841","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","99.70773","0","7.902235","-1.456325","0","20.54413","-3.767271","0","-0.2471179","-2449.631","0","-160.686","1","92.81786","0","15.26415","13.2351","0","35.67401","24.98371","0","-31.83191","24.98371","0","-31.83191"
"0.4008","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","99.68236","0","8.245253","-1.519239","0","20.54","-3.764266","0","-0.2584774","-2447.677","0","-168.0724","1","93.04585","0","15.85102","13.65232","0","35.14242","23.85201","0","-32.77718","23.85201","0","-32.77718"
"0.4175","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","99.65594","0","8.588199","-1.582102","0","20.53569","-3.761166","0","-0.2699044","-2445.661","0","-175.5027","1","93.2805","0","16.42876","14.05065","0","34.59504","22.69317","0","-33.67389","22.69317","0","-33.67389"
"0.4342","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","99.62846","0","8.931069","-1.644913","0","20.53118","-3.757972","0","-0.2813991","-2443.584","0","-182.977","1","93.52148","0","16.99711","14.42963","0","34.03268","21.50939","0","-34.52154","21.50939","0","-34.52154"
"0.4509","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","99.59995","0","9.273862","-1.707672","0","20.52648","-3.754689","0","-0.2929619","-2441.449","0","-190.4956","1","93.76845","0","17.55583","14.78883","0","33.45617","20.30283","0","-35.3198","20.30283","0","-35.3198"
"0.4676","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","99.57038","0","9.616572","-1.770375","0","20.52159","-3.751321","0","-0.3045929","-2439.259","0","-198.0585","1","94.02108","0","18.10469","15.12789","0","32.86633","19.07557","0","-36.06842","19.07557","0","-36.06842"
"0.4843","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","99.53977","0","9.959198","-1.833022","0","20.5165","-3.747869","0","-0.316292","-2437.015","0","-205.6657","1","94.27904","0","18.6435","15.44645","0","32.26399","17.82968","0","-36.76735","17.82968","0","-36.76735"
"0.501","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","99.50812","0","10.30173","-1.895611","0","20.51122","-3.744339","0","-0.3280589","-2434.72","0","-213.317","1","94.54197","0","19.17206","15.74421","0","31.64997","16.56715","0","-37.41655","16.56715","0","-37.41655"
"0.5177","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","99.47542","0","10.64418","-1.958142","0","20.50574","-3.740734","0","-0.3398935","-2432.375","0","-221.0124","1","94.80952","0","19.69018","16.02088","0","31.02512","15.28993","0","-38.01603","15.28993","0","-38.01603"
"0.5344","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","99.44167","0","10.98653","-2.020612","0","20.50006","-3.737053","0","-0.351795","-2429.982","0","-228.7512","1","95.08133","0","20.19769","16.27622","0","30.39025","13.9999","0","-38.56602","13.9999","0","-38.56602"
"0.5511","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","99.40688","0","11.32878","-2.083021","0","20.49419","-3.733305","0","-0.3637632","-2427.545","0","-236.5334","1","95.35705","0","20.69446","16.51002","0","29.74619","12.69889","0","-39.06669","12.69889","0","-39.06669"
"0.5678","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","99.37106","0","11.67094","-2.145367","0","20.48812","-3.729487","0","-0.3757972","-2425.062","0","-244.3584","1","95.63631","0","21.18032","16.72209","0","29.09378","11.38866","0","-39.51828","11.38866","0","-39.51828"
"0.5845","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","99.33419","0","12.01298","-2.207649","0","20.48184","-3.725605","0","-0.3878963","-2422.538","0","-252.2257","1","95.91874","0","21.65517","16.91228","0","28.43382","10.07095","0","-39.92113","10.07095","0","-39.92113"
"0.6012","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","99.29628","0","12.35492","-2.269867","0","20.47536","-3.72166","0","-0.4000596","-2419.973","0","-260.1348","1","96.20398","0","22.11888","17.08047","0","27.76714","8.747355","0","-40.27566","8.747355","0","-40.27566"
"0.6179","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","99.25733","0","12.69675","-2.332019","0","20.46868","-3.717656","0","-0.4122863","-2417.369","0","-268.0851","1","96.49166","0","22.57136","17.22655","0","27.09454","7.419489","0","-40.58226","7.419489","0","-40.58226"
"0.6346","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","99.21735","0","13.03846","-2.394104","0","20.4618","-3.713595","0","-0.4245756","-2414.729","0","-276.0761","1","96.78141","0","23.01252","17.35045","0","26.41681","6.08892","0","-40.84138","6.08892","0","-40.84138"
"0.6513","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","99.17634","0","13.38006","-2.45612","0","20.45471","-3.709479","0","-0.4369263","-2412.052","0","-284.107","1","97.07286","0","23.44229","17.45214","0","25.73476","4.757082","0","-41.0535","4.757082","0","-41.0535"
"0.668","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","99.13428","0","13.72153","-2.518069","0","20.44741","-3.70531","0","-0.4493374","-2409.341","0","-292.1772","1","97.36564","0","23.86061","17.53158","0","25.04917","3.425427","0","-41.21916","3.425427","0","-41.21916"
"0.6847","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","99.0912","0","14.06287","-2.579947","0","20.43991","-3.70109","0","-0.4618078","-2406.597","0","-300.286","1","97.65937","0","24.26744","17.58879","0","24.36081","2.095367","0","-41.33886","2.095367","0","-41.33886"
"0.7014","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","99.04708","0","14.40409","-2.641756","0","20.43219","-3.696823","0","-0.4743367","-2403.823","0","-308.4327","1","97.95369","0","24.66273","17.62378","0","23.67045","0.7682028","0","-41.41319","0.7682028","0","-41.41319"
"0.7181","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","99.00193","0","14.74518","-2.703493","0","20.42427","-3.692508","0","-0.4869225","-2401.017","0","-316.6165","1","98.24822","0","25.04648","17.63661","0","22.97885","-0.5547256","0","-41.44268","-0.5547256","0","-41.44268"
"0.7348","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","98.95575","0","15.08613","-2.765157","0","20.41614","-3.68815","0","-0.4995644","-2398.183","0","-324.8368","1","98.5426","0","25.41867","17.62734","0","22.28676","-1.872161","0","-41.42793","-1.872161","0","-41.42793"
"0.7515","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","98.90855","0","15.42694","-2.82675","0","20.4078","-3.683749","0","-0.512261","-2395.322","0","-333.0927","1","98.83646","0","25.7793","17.59608","0","21.59491","-3.18282","0","-41.36953","-3.18282","0","-41.36953"
"0.7682","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","98.86031","0","15.7676","-2.888268","0","20.39924","-3.679308","0","-0.5250112","-2392.434","0","-341.3834","1","99.12943","0","26.1284","17.54292","0","20.90404","-4.485563","0","-41.2681","-4.485563","0","-41.2681"
"0.7849","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","98.81105","0","16.10813","-2.949713","0","20.39048","-3.674828","0","-0.5378139","-2389.521","0","-349.7082","1","99.42114","0","26.46599","17.46802","0","20.21486","-5.779209","0","-41.12425","-5.779209","0","-41.12425"
"0.8016","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","98.76077","0","16.4485","-3.011082","0","20.38149","-3.670311","0","-0.5506677","-2386.584","0","-358.0662","1","99.71125","0","26.79211","17.3715","0","19.52809","-7.062592","0","-40.9386","-7.062592","0","-40.9386"
"0.8183","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","98.70946","0","16.78871","-3.072377","0","20.3723","-3.665761","0","-0.5635716","-2383.625","0","-366.4568","1","99.99938","0","27.10681","17.25356","0","18.84442","-8.334566","0","-40.71183","-8.334566","0","-40.71183"
"0.835","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","98.65713","0","17.12877","-3.133595","0","20.36289","-3.661175","0","-0.5765238","-2380.643","0","-374.8789","1","100.2852","0","27.41016","17.11437","0","18.16453","-9.59407","0","-40.44453","-9.59407","0","-40.44453"
"0.8516999","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","98.60378","0","17.46867","-3.194737","0","20.35326","-3.656559","0","-0.5895237","-2377.641","0","-383.3319","1","100.5683","0","27.70222","16.95415","0","17.48911","-10.84001","0","-40.13742","-10.84001","0","-40.13742"
"0.8684","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","98.5494","0","17.80841","-3.255801","0","20.34341","-3.651913","0","-0.6025695","-2374.62","0","-391.8149","1","100.8484","0","27.9831","16.77312","0","16.81881","-12.07133","0","-39.79113","-12.07133","0","-39.79113"
"0.8851","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","98.49401","0","18.14797","-3.316788","0","20.33335","-3.647238","0","-0.6156601","-2371.581","0","-400.3269","1","101.1252","0","28.25288","16.57153","0","16.1543","-13.28695","0","-39.40639","-13.28695","0","-39.40639"
"0.9018","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","98.43761","0","18.48737","-3.377697","0","20.32307","-3.642538","0","-0.6287941","-2368.524","0","-408.8671","1","101.3982","0","28.51166","16.34964","0","15.49621","-14.48588","0","-38.98389","-14.48588","0","-38.98389"
"0.9184999","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","98.38018","0","18.82659","-3.438527","0","20.31257","-3.637812","0","-0.64197","-2365.451","0","-417.4346","1","101.6672","0","28.75958","16.10773","0","14.84518","-15.6671","0","-38.52434","-15.6671","0","-38.52434"
"0.9352","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","98.32174","0","19.16563","-3.499279","0","20.30185","-3.633063","0","-0.6551867","-2362.363","0","-426.0287","1","101.9319","0","28.99675","15.84608","0","14.20182","-16.82962","0","-38.02845","-16.82962","0","-38.02845"
"0.9519","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","98.26229","0","19.50449","-3.559951","0","20.29091","-3.628291","0","-0.668442","-2359.26","0","-434.6478","1","102.1918","0","29.22331","15.56503","0","13.56675","-17.97241","0","-37.49706","-17.97241","0","-37.49706"
"0.9686","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","98.20183","0","19.84316","-3.620543","0","20.27974","-3.623501","0","-0.6817354","-2356.146","0","-443.2917","1","102.4467","0","29.43942","15.26489","0","12.94055","-19.09456","0","-36.93089","-19.09456","0","-36.93089"
"0.9852999","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","98.14036","0","20.18164","-3.681056","0","20.26836","-3.618691","0","-0.6950648","-2353.018","0","-451.959","1","102.6963","0","29.64523","14.94601","0","12.3238","-20.19509","0","-36.33076","-20.19509","0","-36.33076"
"1.002","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","98.07787","0","20.51993","-3.741488","0","20.25675","-3.613864","0","-0.7084289","-2349.879","0","-460.6489","1","102.9403","0","29.8409","14.60875","0","11.71708","-21.27308","0","-35.69743","-21.27308","0","-35.69743"
"1.0187","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","98.01438","0","20.85802","-3.80184","0","20.24492","-3.609022","0","-0.7218261","-2346.731","0","-469.3603","1","103.1783","0","30.02662","14.25349","0","11.12093","-22.3276","0","-35.03176","-22.3276","0","-35.03176"
"1.0354","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","97.94988","0","21.19591","-3.86211","0","20.23286","-3.604165","0","-0.7352547","-2343.573","0","-478.0921","1","103.4101","0","30.20257","13.88062","0","10.5359","-23.35777","0","-34.33467","-23.35777","0","-34.33467"
"1.0521","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","97.88438","0","21.53359","-3.9223","0","20.22058","-3.599295","0","-0.748713","-2340.406","0","-486.8432","1","103.6354","0","30.36895","13.49055","0","9.962512","-24.36271","0","-33.60704","-24.36271","0","-33.60704"
"1.0688","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","97.81787","0","21.87107","-3.982408","0","20.20808","-3.594414","0","-0.7621994","-2337.232","0","-495.6126","1","103.8539","0","30.52595","13.08369","0","9.401275","-25.34155","0","-32.84977","-25.34155","0","-32.84977"
"1.0855","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","97.75037","0","22.20833","-4.042435","0","20.19535","-3.589523","0","-0.7757121","-2334.052","0","-504.3991","1","104.0653","0","30.67379","12.66049","0","8.852684","-26.29348","0","-32.06382","-26.29348","0","-32.06382"
"1.1022","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","97.68185","0","22.54538","-4.10238","0","20.1824","-3.584622","0","-0.7892489","-2330.865","0","-513.2013","1","104.2694","0","30.81269","12.22139","0","8.317219","-27.21769","0","-31.25015","-27.21769","0","-31.25015"
"1.1189","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","97.61234","0","22.8822","-4.162243","0","20.16922","-3.579716","0","-0.802809","-2327.675","0","-522.0186","1","104.4659","0","30.94287","11.76685","0","7.795341","-28.11342","0","-30.40979","-28.11342","0","-30.40979"
"1.1356","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","97.54183","0","23.21881","-4.222024","0","20.15581","-3.574803","0","-0.8163897","-2324.48","0","-530.8494","1","104.6546","0","31.06457","11.29736","0","7.287498","-28.97989","0","-29.54371","-28.97989","0","-29.54371"
"1.1523","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","97.47033","0","23.55518","-4.281723","0","20.14218","-3.569884","0","-0.8299892","-2321.282","0","-539.6923","1","104.8352","0","31.17803","10.81339","0","6.794118","-29.81643","0","-28.65306","-29.81643","0","-28.65306"
"1.169","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","97.39783","0","23.89132","-4.34134","0","20.12832","-3.564962","0","-0.8436056","-2318.081","0","-548.5462","1","105.0074","0","31.2835","10.31546","0","6.315612","-30.62233","0","-27.73881","-30.62233","0","-27.73881"
"1.1857","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","97.32433","0","24.22723","-4.400875","0","20.11423","-3.560037","0","-0.8572372","-2314.879","0","-557.41","1","105.1712","0","31.38124","9.804065","0","5.852374","-31.39697","0","-26.80215","-31.39697","0","-26.80215"
"1.2024","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","97.24985","0","24.5629","-4.460328","0","20.09991","-3.555109","0","-0.8708814","-2311.675","0","-566.282","1","105.3261","0","31.47149","9.279736","0","5.404778","-32.13976","0","-25.8442","-32.13976","0","-25.8442"
"1.2191","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","97.17437","0","24.89832","-4.519698","0","20.08537","-3.550182","0","-0.8845371","-2308.471","0","-575.1615","1","105.4722","0","31.55455","8.743002","0","4.973179","-32.8501","0","-24.86604","-32.8501","0","-24.86604"
"1.2358","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","97.0979","0","25.2335","-4.578986","0","20.0706","-3.545254","0","-0.898201","-2305.266","0","-584.0463","1","105.609","0","31.63066","8.194406","0","4.557917","-33.5275","0","-23.86889","-33.5275","0","-23.86889"
"1.2525","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","97.02044","0","25.56843","-4.638192","0","20.0556","-3.540329","0","-0.9118724","-2302.064","0","-592.936","1","105.7365","0","31.70012","7.634496","0","4.159306","-34.17148","0","-22.85394","-34.17148","0","-22.85394"
"1.2692","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","96.94199","0","25.90311","-4.697315","0","20.04037","-3.535403","0","-0.9255477","-2298.861","0","-601.8282","1","105.8545","0","31.76321","7.063832","0","3.777645","-34.78162","0","-21.82239","-34.78162","0","-21.82239"
"1.2859","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","96.86256","0","26.23752","-4.756356","0","20.02491","-3.530481","0","-0.9392254","-2295.661","0","-610.722","1","105.9627","0","31.82021","6.482979","0","3.413211","-35.35753","0","-20.77545","-35.35753","0","-20.77545"
"1.3026","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","96.78215","0","26.57168","-4.815315","0","20.00923","-3.525562","0","-0.9529034","-2292.462","0","-619.616","1","106.0611","0","31.87142","5.892509","0","3.066261","-35.89891","0","-19.71436","-35.89891","0","-19.71436"
"1.3193","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","96.70075","0","26.90557","-4.874192","0","19.99331","-3.520647","0","-0.9665798","-2289.266","0","-628.509","1","106.1495","0","31.91713","5.292997","0","2.737031","-36.40545","0","-18.64033","-36.40545","0","-18.64033"
"1.336","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","96.61837","0","27.23918","-4.932987","0","19.97717","-3.515735","0","-0.9802517","-2286.072","0","-637.399","1","106.2278","0","31.95764","4.685026","0","2.425738","-36.87691","0","-17.55461","-36.87691","0","-17.55461"
"1.3527","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","96.53501","0","27.57253","-4.9917","0","19.9608","-3.510828","0","-0.9939173","-2282.882","0","-646.2849","1","106.2957","0","31.99325","4.069182","0","2.132576","-37.31316","0","-16.45846","-37.31316","0","-16.45846"
"1.3694","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","96.45067","0","27.9056","-5.050331","0","19.9442","-3.505928","0","-1.007575","-2279.695","0","-655.1656","1","106.3533","0","32.02427","3.446052","0","1.85772","-37.71402","0","-15.35308","-37.71402","0","-15.35308"
"1.3861","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","96.36535","0","28.23838","-5.10888","0","19.92738","-3.50103","0","-1.021221","-2276.51","0","-664.0391","1","106.4003","0","32.05101","2.816228","0","1.601323","-38.07946","0","-14.23974","-38.07946","0","-14.23974"
"1.4028","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","96.27905","0","28.57089","-5.167347","0","19.91032","-3.496141","0","-1.034855","-2273.331","0","-672.9045","1","106.4367","0","32.07378","2.180301","0","1.36352","-38.40944","0","-13.11967","-38.40944","0","-13.11967"
"1.4195","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","96.19178","0","28.9031","-5.225733","0","19.89304","-3.491255","0","-1.048474","-2270.154","0","-681.7599","1","106.4624","0","32.0929","1.538863","0","1.144421","-38.70396","0","-11.99407","-38.70396","0","-11.99407"
"1.4362","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","96.10354","0","29.23502","-5.284037","0","19.87553","-3.486375","0","-1.062076","-2266.981","0","-690.6042","1","106.4773","0","32.10866","0.8925073","0","0.9441203","-38.96311","0","-10.86415","-38.96311","0","-10.86415"
"1.4529","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","96.01432","0","29.56665","-5.342259","0","19.8578","-3.4815","0","-1.075658","-2263.811","0","-699.436","1","106.4813","0","32.1214","0.2418234","0","0.762689","-39.18703","0","-9.731117","-39.18703","0","-9.731117"
"1.4696","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","95.92413","0","29.89797","-5.4004","0","19.83983","-3.476632","0","-1.089219","-2260.646","0","-708.2541","1","106.4745","0","32.13142","-0.4126","0","0.6001793","-39.37588","0","-8.596121","-39.37588","0","-8.596121"
"1.4863","5600.655","0","0","0","0","0","0","0","0","0","0","0","0","650.2401","95.83298","0","30.22899","-5.45846","0","19.82164","-3.471769","0","-1.102757","-2257.483","0","-717.0569","1","106.4566","0","32.13905","-1.070177","0","0.4566241","-39.52991","0","-7.460336","-39.52991","0","-7.460336"
